user_country,room_view,stay_type,original_lang,Month,rating,review_post_date,stay_duration_days,combined_name
Germany,Large Studio with Kitchenette,Family,de,2024-08,9.0,2024-08-16,1,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Extra Large Studio with Kitchenette and Sofa Bed,Group,de,2024-08,7.0,2024-08-15,2,Numa Fore - my4walls-serviced-apartments-hamburg
Spain,Extra Large Studio with Kitchenette and Sofa Bed,Family,es,2024-08,8.0,2024-08-15,3,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Family,fr,2024-08,8.0,2024-08-14,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette,Couple,de,2024-08,7.0,2024-08-14,3,Numa Fore - my4walls-serviced-apartments-hamburg
Italy,Extra Large Studio with Kitchenette and Sofa Bed,Family,it,2024-08,9.0,2024-08-14,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-08,8.0,2024-08-14,3,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Extra Large Studio with Kitchenette and Sofa Bed,Family,de,2024-08,8.0,2024-08-13,2,Numa Fore - my4walls-serviced-apartments-hamburg
Hungary,Large Studio with Kitchenette and Sofa Bed,Family,hu,2024-08,8.0,2024-08-13,1,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Extra Large Studio with Kitchenette and Sofa Bed,Group,de,2024-08,8.0,2024-08-13,3,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette,Couple,de,2024-08,7.0,2024-08-11,1,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Extra Large Studio with Kitchenette and Sofa Bed,Family,de,2024-08,9.0,2024-08-10,5,Numa Fore - my4walls-serviced-apartments-hamburg
Austria,Extra Large Studio with Kitchenette and Sofa Bed - Accessible,Family,de,2024-08,7.0,2024-08-09,3,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-08,7.0,2024-08-09,3,Numa Fore - my4walls-serviced-apartments-hamburg
Sweden,Large Studio with Kitchenette and Sofa Bed,Family,sv,2024-08,8.0,2024-08-09,2,Numa Fore - my4walls-serviced-apartments-hamburg
Italy,Large Studio with Kitchenette and Sofa Bed,Family,it,2024-08,8.0,2024-08-08,1,Numa Fore - my4walls-serviced-apartments-hamburg
Belgium,Large Studio with Kitchenette and Sofa Bed,Family,nl,2024-08,8.0,2024-08-08,1,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette,Group,de,2024-08,8.0,2024-08-07,3,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-08,7.0,2024-08-06,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette,Solo traveller,de,2024-08,7.0,2024-08-06,4,Numa Fore - my4walls-serviced-apartments-hamburg
Poland,Large Studio with Kitchenette and Sofa Bed,Family,pl,2024-08,9.0,2024-08-05,2,Numa Fore - my4walls-serviced-apartments-hamburg
Latvia,Large Studio with Kitchenette and Sofa Bed,Family,lv,2024-08,8.0,2024-08-05,1,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette,Family,de,2024-08,7.0,2024-08-05,3,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette,Family,de,2024-08,9.0,2024-08-05,3,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-08,9.0,2024-08-04,3,Numa Fore - my4walls-serviced-apartments-hamburg
Netherlands,Large Studio with Kitchenette and Sofa Bed,Family,nl,2024-08,8.0,2024-08-04,1,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-08,8.0,2024-08-04,1,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Extra Large Studio with Kitchenette and Sofa Bed,Family,de,2024-08,8.0,2024-08-03,2,Numa Fore - my4walls-serviced-apartments-hamburg
Belgium,Large Studio with Kitchenette and Sofa Bed,Family,nl,2024-08,9.0,2024-08-03,2,Numa Fore - my4walls-serviced-apartments-hamburg
Italy,Large Studio with Kitchenette and Sofa Bed,Family,it,2024-08,9.0,2024-08-03,2,Numa Fore - my4walls-serviced-apartments-hamburg
France,Large Studio with Kitchenette and Sofa Bed,Family,fr,2024-08,9.0,2024-08-02,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette,Couple,de,2024-08,9.0,2024-08-01,4,Numa Fore - my4walls-serviced-apartments-hamburg
Ukraine,Extra Large Studio with Kitchenette and Sofa Bed - Accessible,Group,uk,2024-07,9.0,2024-07-31,2,Numa Fore - my4walls-serviced-apartments-hamburg
Denmark,Extra Large Studio with Kitchenette and Sofa Bed,Family,lt,2024-07,9.0,2024-07-30,1,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Extra Large Studio with Kitchenette and Sofa Bed - Accessible,Family,de,2024-07,7.0,2024-07-29,1,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Extra Large Studio with Kitchenette and Sofa Bed,Family,de,2024-07,9.0,2024-07-29,4,Numa Fore - my4walls-serviced-apartments-hamburg
Denmark,Large Studio with Kitchenette and Sofa Bed,Group,da,2024-07,7.0,2024-07-29,1,Numa Fore - my4walls-serviced-apartments-hamburg
Portugal,Extra Large Studio with Kitchenette and Sofa Bed - Accessible,Family,pt,2024-07,8.0,2024-07-29,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-07,8.0,2024-07-28,3,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-07,7.0,2024-07-28,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-07,9.0,2024-07-28,1,Numa Fore - my4walls-serviced-apartments-hamburg
Slovakia,Large Studio with Kitchenette and Sofa Bed,Family,sk,2024-07,8.0,2024-07-27,2,Numa Fore - my4walls-serviced-apartments-hamburg
Spain,Extra Large Studio with Kitchenette and Sofa Bed,Group,es,2024-07,9.0,2024-07-25,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Extra Large Studio with Kitchenette and Sofa Bed - Accessible,Family,de,2024-07,7.0,2024-07-24,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette,Family,de,2024-07,9.0,2024-07-24,1,Numa Fore - my4walls-serviced-apartments-hamburg
Argentina,Large Studio with Kitchenette - Single Bed,Group,es,2024-07,8.0,2024-07-23,4,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Extra Large Studio with Kitchenette and Sofa Bed,Family,de,2024-07,7.0,2024-07-22,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Extra Large Studio with Kitchenette and Sofa Bed - Accessible,Family,de,2024-07,7.0,2024-07-22,2,Numa Fore - my4walls-serviced-apartments-hamburg
Czech Republic,Extra Large Studio with Kitchenette and Sofa Bed,Group,cs,2024-07,8.0,2024-07-22,3,Numa Fore - my4walls-serviced-apartments-hamburg
Czech Republic,Large Studio with Kitchenette and Sofa Bed,Group,cs,2024-07,8.0,2024-07-22,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-07,7.0,2024-07-22,2,Numa Fore - my4walls-serviced-apartments-hamburg
Denmark,Large Studio with Kitchenette and Sofa Bed,Family,da,2024-07,7.0,2024-07-19,1,Numa Fore - my4walls-serviced-apartments-hamburg
Italy,Large Studio with Kitchenette and Sofa Bed,Family,it,2024-07,8.0,2024-07-18,3,Numa Fore - my4walls-serviced-apartments-hamburg
Sweden,Large Studio with Kitchenette and Sofa Bed,Family,sv,2024-07,7.0,2024-07-18,2,Numa Fore - my4walls-serviced-apartments-hamburg
Austria,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-07,8.0,2024-07-18,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-07,7.0,2024-07-17,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette,Family,de,2024-07,9.0,2024-07-17,3,Numa Fore - my4walls-serviced-apartments-hamburg
Poland,Extra Large Studio with Kitchenette and Sofa Bed - Accessible,Group,pl,2024-07,8.0,2024-07-17,3,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette,Couple,de,2024-07,9.0,2024-07-16,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-07,8.0,2024-07-15,1,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette,Solo traveller,de,2024-07,7.0,2024-07-14,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Group,de,2024-07,7.0,2024-07-14,2,Numa Fore - my4walls-serviced-apartments-hamburg
Italy,Extra Large Studio with Kitchenette and Sofa Bed,Group,it,2024-07,8.0,2024-07-14,3,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Extra Large Studio with Kitchenette and Sofa Bed,Family,de,2024-07,9.0,2024-07-12,2,Numa Fore - my4walls-serviced-apartments-hamburg
Netherlands,Extra Large Studio with Kitchenette and Sofa Bed,Family,nl,2024-07,8.0,2024-07-12,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Extra Large Studio with Kitchenette and Sofa Bed,Group,de,2024-07,7.0,2024-07-11,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette,Family,de,2024-07,8.0,2024-07-11,2,Numa Fore - my4walls-serviced-apartments-hamburg
Austria,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-07,9.0,2024-07-10,3,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Extra Large Studio with Kitchenette and Sofa Bed - Accessible,Couple,de,2024-12,5.0,2024-12-29,7,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Extra Large Studio with Kitchenette and Sofa Bed,Family,de,2024-12,10.0,2024-12-28,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Group,de,2024-12,10.0,2024-12-27,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Extra Large Studio with Kitchenette and Sofa Bed,Family,de,2024-12,6.0,2024-12-27,3,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette,Couple,de,2024-12,10.0,2024-12-23,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette,Family,de,2024-12,10.0,2024-12-23,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette,Family,de,2024-12,10.0,2024-12-19,2,Numa Fore - my4walls-serviced-apartments-hamburg
Denmark,Extra Large Studio with Kitchenette and Sofa Bed,Group,da,2024-12,10.0,2024-12-17,1,Numa Fore - my4walls-serviced-apartments-hamburg
Denmark,Large Studio with Kitchenette,Family,da,2024-12,4.0,2024-12-09,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-12,10.0,2024-12-08,1,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Extra Large Studio with Kitchenette and Sofa Bed,Family,de,2024-12,10.0,2024-12-07,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Extra Large Studio with Kitchenette and Sofa Bed,Group,de,2024-12,5.0,2024-12-02,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Extra Large Studio with Kitchenette and Sofa Bed,Group,de,2024-12,5.0,2024-12-02,2,Numa Fore - my4walls-serviced-apartments-hamburg
Spain,Extra Large Studio with Kitchenette and Sofa Bed,Family,es,2024-11,10.0,2024-11-25,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette - Single Bed,Solo traveller,de,2024-11,10.0,2024-11-24,1,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette,Family,de,2024-11,4.0,2024-11-08,6,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Group,de,2024-11,10.0,2024-11-03,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette - Single Bed,Solo traveller,de,2024-11,10.0,2024-11-02,1,Numa Fore - my4walls-serviced-apartments-hamburg
Spain,Large Studio with Kitchenette,Solo traveller,es,2024-10,4.0,2024-10-28,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-10,10.0,2024-10-27,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette,Couple,de,2024-10,10.0,2024-10-24,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Extra Large Studio with Kitchenette and Sofa Bed,Family,de,2024-10,10.0,2024-10-21,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-10,5.0,2024-10-20,3,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette,Couple,de,2024-10,4.0,2024-10-19,5,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette - Single Bed,Solo traveller,de,2024-10,6.0,2024-10-18,5,Numa Fore - my4walls-serviced-apartments-hamburg
Estonia,Large Studio with Kitchenette,Couple,de,2024-10,10.0,2024-10-18,3,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-10,6.0,2024-10-15,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Extra Large Studio with Kitchenette and Sofa Bed,Family,de,2024-10,10.0,2024-10-14,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-10,6.0,2024-10-13,1,Numa Fore - my4walls-serviced-apartments-hamburg
Austria,Large Studio with Kitchenette and Sofa Bed,Group,de,2024-10,4.0,2024-10-13,2,Numa Fore - my4walls-serviced-apartments-hamburg
Austria,Large Studio with Kitchenette and Sofa Bed,Group,de,2024-10,10.0,2024-10-10,4,Numa Fore - my4walls-serviced-apartments-hamburg
Austria,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-10,6.0,2024-10-06,4,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette,Couple,de,2024-10,6.0,2024-10-06,4,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Extra Large Studio with Kitchenette and Sofa Bed - Accessible,Family,de,2024-10,6.0,2024-10-06,7,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette - Single Bed,Solo traveller,de,2024-10,10.0,2024-10-05,7,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-10,4.0,2024-10-03,4,Numa Fore - my4walls-serviced-apartments-hamburg
Switzerland,Large Studio with Kitchenette,Couple,de,2024-10,10.0,2024-10-03,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette,Family,de,2024-10,10.0,2024-10-02,3,Numa Fore - my4walls-serviced-apartments-hamburg
Ukraine,Large Studio with Kitchenette,Solo traveller,ru,2024-10,10.0,2024-10-01,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette,Family,de,2024-10,10.0,2024-10-01,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette,Family,de,2024-10,6.0,2024-10-01,3,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Group,de,2024-09,5.0,2024-09-28,3,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Extra Large Studio with Kitchenette and Sofa Bed - Accessible,Couple,de,2024-09,3.0,2024-09-24,4,Numa Fore - my4walls-serviced-apartments-hamburg
Czech Republic,Extra Large Studio with Kitchenette and Sofa Bed - Accessible,Group,cs,2024-09,4.0,2024-09-23,3,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette,Couple,de,2024-09,1.0,2024-09-23,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Group,de,2024-09,10.0,2024-09-23,3,Numa Fore - my4walls-serviced-apartments-hamburg
Norway,Large Studio with Kitchenette,Couple,no,2024-09,5.0,2024-09-20,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette - Single Bed,Solo traveller,de,2024-09,10.0,2024-09-20,1,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette,Couple,de,2024-09,10.0,2024-09-16,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-09,6.0,2024-09-16,2,Numa Fore - my4walls-serviced-apartments-hamburg
Austria,Large Studio with Kitchenette,Couple,de,2024-09,10.0,2024-09-15,2,Numa Fore - my4walls-serviced-apartments-hamburg
Poland,Large Studio with Kitchenette,Solo traveller,pl,2024-09,6.0,2024-09-15,12,Numa Fore - my4walls-serviced-apartments-hamburg
Spain,Large Studio with Kitchenette,Family,es,2024-09,10.0,2024-09-10,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Extra Large Studio with Kitchenette and Sofa Bed - Accessible,Family,de,2024-09,1.0,2024-09-07,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette,Couple,de,2024-09,4.0,2024-09-06,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette,Solo traveller,de,2024-09,10.0,2024-09-05,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-09,10.0,2024-09-01,2,Numa Fore - my4walls-serviced-apartments-hamburg
France,Large Studio with Kitchenette and Sofa Bed,Family,fr,2024-08,6.0,2024-08-31,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette - Single Bed,Solo traveller,de,2024-08,1.0,2024-08-29,1,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-08,5.0,2024-08-29,4,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Extra Large Studio with Kitchenette and Sofa Bed,Family,de,2024-08,4.0,2024-08-26,2,Numa Fore - my4walls-serviced-apartments-hamburg
Spain,Extra Large Studio with Kitchenette and Sofa Bed,Family,es,2024-08,5.0,2024-08-25,3,Numa Fore - my4walls-serviced-apartments-hamburg
Spain,Large Studio with Kitchenette and Sofa Bed,Family,es,2024-08,2.0,2024-08-24,1,Numa Fore - my4walls-serviced-apartments-hamburg
France,Extra Large Studio with Kitchenette and Sofa Bed,Family,fr,2024-08,6.0,2024-08-22,4,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-08,6.0,2024-08-21,4,Numa Fore - my4walls-serviced-apartments-hamburg
Poland,Extra Large Studio with Kitchenette and Sofa Bed - Accessible,Family,pl,2024-08,10.0,2024-08-19,3,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-08,5.0,2024-08-18,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Extra Large Studio with Kitchenette and Sofa Bed - Accessible,Couple,de,2024-08,3.0,2024-08-17,3,Numa Fore - my4walls-serviced-apartments-hamburg
Ukraine,Large Studio with Kitchenette,Couple,ru,2024-08,6.0,2024-08-16,3,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-08,3.0,2024-08-14,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Family,ro,2024-08,3.0,2024-08-14,2,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette,Couple,de,2024-08,10.0,2024-08-13,3,Numa Fore - my4walls-serviced-apartments-hamburg
Germany,Large Studio with Kitchenette and Sofa Bed,Family,de,2024-08,5.0,2024-08-12,3,Numa Fore - my4walls-serviced-apartments-hamburg
Lithuania,Large Studio with Kitchenette and Sofa Bed,Family,lt,2024-08,10.0,2024-08-12,1,Numa Fore - my4walls-serviced-apartments-hamburg
